item_hash,call_id,descrição_original,descrição_retornada_pelo_llm,descrição_expandida,descricao_machine_learning,categoria,racional,ground_truth_categoria,modelo,temperatura_usada,prompt_version_key,target_run_id,batch_size
616b8a3b8bf5707e9022ba31c082d99f2201f2d03b57e8cb569f5123bdb7ece4,130a8598-ba5d-45f8-8efa-18b2f3931d82,REFRIG COCA COLA 2L FANTA LARANJA 2L PET,REFRIG COCA COLA 2L FANTA LARANJA 2L PET,Refrigerante Coca-Cola 2 Litros Fanta Laranja 2 Litros PET,refrigerante coca-cola 2 litros fanta laranja 2 litros pet,refrigerante,O produto é refrigerante da marca Coca-Cola e Fanta. 'REFRIG' foi expandido para 'Refrigerante' e 'L' para 'Litros'. A categoria 'refrigerante' é a mais adequada.,refrigerante,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
2fdfbd74380aff6ad87b95290fb571bb60e4d43b94620c13258efbbde7a3f2b1,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,REFRIG GUARANA ZERO ANTARCTICA LT 350ML,REFRIG GUARANA ZERO ANTARCTICA LT 350ML,Refrigerante Guaraná Zero Antarctica Litro 350 Mililitros,refrigerante guarana zero antarctica litro 350 mililitros,outra bebida,O produto é um refrigerante guaraná zero. 'LT' foi expandido para 'Litro' e 'ML' para 'Mililitros'. A categoria 'outra bebida' foi escolhida pois não se encaixa nas categorias específicas.,refrigerante,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
fec4678e7f14419433c874d5108106c68800679d434d6a31797e100828fd429a,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,MANTEIGA DANONE EXTRA S/SAL PT 200g,MANTEIGA DANONE EXTRA S/SAL PT 200g,Manteiga Danone Extra Sem Sal Pacote 200 Gramas,manteiga danone extra sem sal pacote 200 gramas,outra margem de laticinio,O produto é manteiga sem sal da marca Danone. 'S/SAL' foi expandido para 'Sem Sal' e 'PT' para 'Pacote'. A categoria 'outra margem de laticinio' foi escolhida por ser manteiga.,manteiga,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
5fee32c649aa3273ed95c2396dd3379bdad196c2ae29cf62fc4d2d4fcd877958,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,LEITE UHT SEMI DESN PAULISTA ORIG TP 1L,LEITE UHT SEMI DESN PAULISTA ORIG TP 1L,Leite UHT Semi Desnatado Paulista Origem Tetra Pak 1 Litro,leite uht semi desnatado paulista origem tetra pak 1 litro,leite,"O produto é leite UHT semi desnatado. 'S/DESN' foi expandido para 'Semi Desnatado', 'TP' para 'Tetra Pak', e a categoria escolhida é 'leite'.",leite,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
c0c3b1bad5a5e6e9d948569292db64afd6408d5d996345196c3ba64b8dd3ff62,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,LEITE L V MOLICO DESNATADO Z/LAC 1LT,LEITE L V MOLICO DESNATADO Z/LAC 1LT,Leite Longa Vida Molico Desnatado Zero Lactose 1 Litro,leite longa vida molico desnatado zero lactose 1 litro,leite,Este leite é longa vida e desnatado. 'Z/LAC' foi expandido para 'Zero Lactose' e 'LT' para 'Litro'. A categoria é 'leite'.,leite,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
718d9384a2474b3130faed1bd235d12a4e46984f6baa8f4e75005d31589ce4ba,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,CREME LEITE PIRACANJUBA ZERO LACT 200g,CREME LEITE PIRACANJUBA ZERO LACT 200g,Creme de Leite Piracanjuba Zero Lactose 200 Gramas,creme de leite piracanjuba zero lactose 200 gramas,creme de leite,O produto é creme de leite zero lactose da marca Piracanjuba. 'ZERO LACT' foi expandido para 'Zero Lactose'. A categoria escolhida é 'creme de leite'.,queijo,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
23a72a951121229dd2116e67f5c224f415d8507db64f9cde49ca0e88467c935e,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,DESOD AERO FEM REXONA POWDER DRY 150ML,DESOD AERO FEM REXONA POWDER DRY 150ML,Desodorante Aerosol Feminino Rexona Powder Dry 150 Mililitros,desodorante aerosol feminino rexona powder dry 150 mililitros,desodorante,Esse é um desodorante aerosol feminino. 'AERO' foi expandido para 'Aerosol' e 'ML' para 'Mililitros'. A categoria adequada é 'desodorante'.,desodorante,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
c53831936bb0271303e9c62e2caee3860ea290763d52eac58f5da7b0cba9ffcb,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,DEO AER NIVEA 150ML MEN DERMA PROT CLINICAL,DEO AER NIVEA 150ML MEN DERMA PROT CLINICAL,Desodorante Aerosol Nivea 150 Mililitros Masculino Derma Protect Clinical,desodorante aerosol nivea 150 mililitros masculino derma protect clinical,desodorante,Desodorante aerosol masculino da Nivea. 'AER' foi expandido para 'Aerosol' e 'ML' para 'Mililitros'. Categoria escolhida é 'desodorante'.,desodorante,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
15bb829de7bb8cbe26e06563740143c0f9be4b597f6deb1c9a2b7774504ced07,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,"DESOD DOVE ROLL ON MASC 50ML, CLEAN COMF","DESOD DOVE ROLL ON MASC 50ML, CLEAN COMF","Desodorante Dove Roll On Masculino 50 Mililitros, Clean Comfort","desodorante dove roll on masculino 50 mililitros, clean comfort",desodorante,O produto é um desodorante roll on masculino da marca Dove. Foi expandido 'MASC' para 'Masculino' e 'ML' para 'Mililitros'. Categoria 'desodorante' é a mais adequada.,desodorante,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
1ceefca6942786f767b6a6a05b1e56b3b3c1bfc6bf3b23c60c4406469bc6648b,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,CALDO TAB MAGGI 57G MENOS SODIO GALINHA,CALDO TAB MAGGI 57G MENOS SODIO GALINHA,Caldo em Tablete Maggi 57 Gramas Menos Sódio Galinha,caldo em tablete maggi 57 gramas menos sodio galinha,outra,"É um caldo em tablete da marca Maggi. 'TAB' foi expandido para 'Tablete', categorizado como 'outra' por ser um tempero.",caldo industrializado,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
af033430e536fcc5d55509a21bb9e222fc52a856de251383e4bf80c779e7eec8,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,MOLHO SAKURA AJI-NO-SHOYU       FC 150ML,MOLHO SAKURA AJI-NO-SHOYU FC 150ML,Molho Sakura Aji-No-Shoyu Frasco 150 Mililitros,molho sakura aji-no-shoyu frasco 150 mililitros,outro condimento,O produto é um molho do tipo Aji-No-Shoyu. 'FC' foi expandido para 'Frasco' e 'ML' para 'Mililitros'. A categoria 'outro condimento' é apropriada.,molho shoyu,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
9f84f419e2abf03124c94e0cdabb4ccd3a1591475c798920892feaf61f85c164,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,ALIM GATO FRISKIES PERU AO MOLHO 85G,ALIM GATO FRISKIES PERU AO MOLHO 85G,Alimento para Gato Friskies Peru ao Molho 85 Gramas,alimento para gato friskies peru ao molho 85 gramas,alimento pet,Esse produto é um alimento para gatos da marca Friskies. 'ALIM' foi expandido para 'Alimento' e 'G' para 'Gramas'. Categoria escolhida é 'alimento pet'.,alimento pet,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
5fbfed11f27da971d3c2c14a767aa2629f387d85df42e7195789c326f4ff4d4b,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,FILE PEITO FGO SADIA CONG IQF PCT 1kg,FILE PEITO FGO SADIA CONG IQF PCT 1kg,Filé Peito de Frango Sadia Congelado IQF Pacote 1 Quilograma,file peito de frango sadia congelado iqf pacote 1 quilograma,carne de ave,"Este é um filé de peito de frango. 'FGO' foi expandido para 'Frango', 'IQF' é uma técnica de congelamento, 'PCT' para 'Pacote' e 'KG' para 'Quilograma'. A melhor categoria é 'carne de ave'.",carne de ave,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
5fe61b25dee3e2bd2c8dbdc8e0e9388833b28e4bd507675460cff03e283136fa,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,ABS HIG INTIMUS GEL NOT SECA C/ABAS  C/8,ABS HIG INTIMUS GEL NOT SECA C/ABAS  C/8,Absorvente Higiene Intimus Gel Noturno Seco Com Abas 8 Unidades,absorvente higiene intimus gel noturno seco com abas 8 unidades,absorvente,"Esse é um absorvente noturno da marca Intimus. 'HIG' foi expandido para 'Higiene', 'C/' para 'Com' e 'C/ABAS' para 'Com Abas'. A categoria é 'absorvente'.",absorvente,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
88b1464f58e8732a6caaf62951dc86dc7fabbde4387d4e1d4d172c9edce3af87,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,OVO PASCOA LACTA AO LEITE BATMAN 166G,OVO PASCOA LACTA AO LEITE BATMAN 166G,Ovo de Páscoa Lacta ao Leite Batman 166 Gramas,ovo de pascoa lacta ao leite batman 166 gramas,ovo de pascoa,Produto é um ovo de Páscoa ao leite da marca Lacta. 'OVO' foi expandido para 'Ovo' e 'G' para 'Gramas'. Categoria 'ovo de pascoa' é a mais adequada.,ovo de pascoa,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
3dad65ba7ef8eaa4f0628a5a9092af0326cb835d1e96a93b2e35b89e51ff986e,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,OVO PASC ARCOR UNICORN CHOC BRANCO 100G,OVO PASC ARCOR UNICORN CHOC BRANCO 100G,Ovo de Páscoa Arcor Unicorn Chocolate Branco 100 Gramas,ovo de pascoa arcor unicorn chocolate branco 100 gramas,ovo de pascoa,Este produto é um ovo de Páscoa de chocolate branco da marca Arcor. 'PASC' foi expandido para 'Páscoa' e 'G' para 'Gramas'. A categoria escolhida é 'ovo de pascoa'.,ovo de pascoa,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
b05cd7c51716bf0acd85e9ea348cfdedd42c0d001a5a6d8499c1f1457c224a24,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,CR DENT COLGATE T ACAO XTRA WHITE D41RM 70g,CR DENT COLGATE T ACAO XTRA WHITE D41RM 70g,Creme Dental Colgate Taste Ação Extra White D41RM 70 Gramas,creme dental colgate taste acao extra white d41rm 70 gramas,creme dental,"Produto é um creme dental da marca Colgate. 'CR DENT' foi expandido para 'Creme Dental', 'T ACAO' para 'Taste Ação' e 'G' para 'Gramas'. A melhor categoria é 'creme dental'.",creme dental,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
5e97578c39b1a0b0e24267e193f1d347bfb3a36545fee41cbec87d6bc997537d,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,CR DENTAL SORRISO 90G C/3 FRESH HORTELA,CR DENTAL SORRISO 90G C/3 FRESH HORTELA,Creme Dental Sorriso 90 Gramas Com 3 Fresh Hortelã,creme dental sorriso 90 gramas com 3 fresh hortela,creme dental,É um creme dental da marca Sorriso. 'C/3' foi expandido para 'Com 3' e 'G' para 'Gramas'. A categoria escolhida é 'creme dental'.,creme dental,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
18cd62e45d632e5d8da8308c4863252bf3feca1f29dd90ce71478ef603b55b23,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,BISC.MABEL 350G ROSQUINHA COCO,BISC.MABEL 350G ROSQUINHA COCO,Biscoito Mabel 350 Gramas Rosquinha Coco,biscoito mabel 350 gramas rosquinha coco,biscoito,O produto é um biscoito da marca Mabel. 'BISC' foi expandido para 'Biscoito' e 'G' para 'Gramas'. A categoria é 'biscoito'.,biscoito,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
27d79d30dd698a57f99ee4e52aaeb61bf32fb72e153966ee6e152d0cf26941c7,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,COCO RALADO FINO UMIDO COPRA 100G ADOCADO,COCO RALADO FINO UMIDO COPRA 100G ADOCADO,Coco Ralado Fino Úmido Copra 100 Gramas Doce,coco ralado fino umido copra 100 gramas doce,derivados do coco seco,O produto é coco ralado da marca Copra. 'G' foi expandido para 'Gramas' e 'ADOCADO' para 'Doce'. A categoria 'derivados do coco seco' é a melhor.,derivados do coco seco,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
142e4ff6b1e0da783278d358bf5d1ced2b79fc2d6d7b42f74df527d145a4a158,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,SUCO DEL VALLE NECTAR TP 1L  UVA S ACUC,SUCO DEL VALLE NECTAR TP 1L  UVA S ACUC,Suco Del Valle Néctar Tetra Pak 1 Litro Uva Sem Açúcar,suco del valle nectar tetra pak 1 litro uva sem acucar,outra bebida,"Produto é suco néctar da marca Del Valle. 'TP' foi expandido para 'Tetra Pak', e 'S ACUC' para 'Sem Açúcar'. A categoria 'outra bebida' é a mais adequada.",suco pronto,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
cf3898696d0733668ce02e607437f5963212caed182fc73ff2fc29e81d2b4993,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,MAC INST YAKISSOBA NISSIN LAMEN 500G,MAC INST YAKISSOBA NISSIN LAMEN 500G,Macarrão Instantâneo Yakissoba Nissin Lamen 500 Gramas,macarrao instantaneo yakissoba nissin lamen 500 gramas,macarrao,É um macarrão instantâneo da marca Nissin. 'MAC' foi expandido para 'Macarrão' e 'G' para 'Gramas'. A melhor categoria é 'macarrao'.,macarrao,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
9c172163b4daafe47f4adb1b3669f053095650b1690d50e09dc8c040cc9d3fb4,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,MACARRAO SEMOLA RENATA 500GR C/OVOS LINGUINE,MACARRAO SEMOLA RENATA 500GR C/OVOS LINGUINE,Macarrão Sêmola Renata 500 Gramas Com Ovos Linguine,macarrao semola renata 500 gramas com ovos linguine,macarrao,"Esse produto é macarrão do tipo Linguine da marca Renata. 'SEMOLA' foi expandido para 'Sêmola', e 'C/OVOS' para 'Com Ovos'. A categoria correta é 'macarrao'.",macarrao,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
0bce078a91f5efaa7f75ca3fb14f70008c33940d76bfd1ea457711f27e3c9028,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,IOG.GREGO VIGOR 540G ULTRACR.NAT. MORANGO,IOG.GREGO VIGOR 540G ULTRACR.NAT. MORANGO,Iogurte Grego Vigor 540 Gramas Ultra Cream Natural Morango,iogurte grego vigor 540 gramas ultra cream natural morango,iogurte,"O produto é iogurte grego da marca Vigor. 'IOG' foi expandido para 'Iogurte', 'G' para 'Gramas' e 'ULTRACR.NAT.' para 'Ultra Cream Natural'. A categoria escolhida é 'iogurte'.",iogurte,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
454b9a1c8f9ff01e9a82dbf20450f83d825acb62f7b64dc1303989ad8278b283,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,IOG LIQ DANONE 170G-GF MOR,IOG LIQ DANONE 170G-GF MOR,Iogurte Líquido Danone 170 Gramas - Gourmet Morango,iogurte liquido danone 170 gramas - gourmet morango,iogurte,O produto é um iogurte líquido da marca Danone. 'LIQ' foi expandido para 'Líquido' e 'G' para 'Gramas'. A categoria escolhida é 'iogurte'.,iogurte,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
ac26dc6bc80f5d50aa666e01a54ccedc0acd8042463c4181c89752ced2dafd74,b030395f-e7b7-4ed1-9ffb-8de039ef96d1,IOG BATAVO PENSE ZERO 100G-CP PED MOR,IOG BATAVO PENSE ZERO 100G-CP PED MOR,Iogurte Batavo Pense Zero 100 Gramas - Com Probioticos Morango,iogurte batavo pense zero 100 gramas - com probioticos morango,iogurte,Esse produto é um iogurte Batavo com zero de gordura. 'CP' foi expandido para 'Com Probioticos' e 'G' para 'Gramas'. A categoria escolhida é 'iogurte'.,iogurte,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
189be8972d8da09d12215702ce748fc88bb86b74103f0b082a26b36356ef0ea4,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,IOG POLPA NESTLE 510G MORANGO VIT FRUTAS,IOG POLPA NESTLE 510G MORANGO VIT FRUTAS,Iogurte Polpa Nestlé 510 Gramas Morango Vitaminas Frutas,iogurte polpa nestle 510 gramas morango vitaminas frutas,_RARE_,"O produto é uma polpa de iogurte da marca Nestlé. As abreviações foram expandidas, mas nenhuma categoria específica foi encontrada, portanto, usei '_RARE_'.",iogurte,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
4a32f64ceb1d1c7cf7446c192684e4b4c924c59d421e0fcac30e9f018201a590,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,IOG DESN Z/LAC NESFIT 850G FRUT VER/AVEI,IOG DESN Z/LAC NESFIT 850G FRUT VER/AVEI,Iogurte Desnatado Zero Lactose Nesfit 850 Gramas Frutas Verdes Aveia,iogurte desnatado zero lactose nesfit 850 gramas frutas verdes aveia,_RARE_,"O produto é um iogurte desnatado sem lactose da marca Nesfit. As abreviações foram expandidas, mas sem categoria específica, utilizei '_RARE_'.",iogurte,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
26eefc9b834414a3620be255041cada86bc4d601ec8b589322e18509e7e96f11,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,LEITE FERM ACTIVIA LIQ GF AMEIXA 800g,LEITE FERM ACTIVIA LIQ GF AMEIXA 800g,Leite Fermêntado Activia Líquido Zero Lactose Ameixa 800 Gramas,leite fermentado activia liquido zero lactose ameixa 800 gramas,leite fermentado,"O produto é um leite fermentado da marca Activia. 'FERM' foi expandido para 'Fermêntado', e a categoria 'leite fermentado' se aplica diretamente.",leite fermentado,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
2c04d824dcd56198a8fc5e59d4446603188da63aeeba06ee7066c7332bf3f669,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,ESC DENT ORAL B IND E.SOFT C/2 FIO DENTAL,ESC DENT ORAL B IND E.SOFT C/2 FIO DENTAL,Escova Dental Oral B Individual Extra Soft Com 2 Fios Dentais,escova dental oral b individual extra soft com 2 fios dentais,_RARE_,"O produto é uma escova dental Oral B. Apesar das expansões, não se encaixa em uma categoria específica da lista, então usei '_RARE_'.",escova de dentes,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
ace784a45466e896ac6d2609cf859e6872a443cff224bee3119a334c378e9638,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,DESINF PINHO SOL M USO LAVANDA 500ML,DESINF PINHO SOL M USO LAVANDA 500ML,Desinfetante Pinho Sol Multiuso Lavanda 500 Mililitros,desinfetante pinho sol multiuso lavanda 500 mililitros,produto de limpeza domestica,"O produto é um desinfetante multiuso. 'M USO' foi expandido para 'Multiuso', e a categoria 'produto de limpeza domestica' é a mais adequada.",desinfetante,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
275164864d92fd2aa02d6224278d6226cf9594a0c355f9096adaa371dcaec8da,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,"CHA PRON LEAO ICE TEA 1,5L PET PESSEGO","CHA PRON LEAO ICE TEA 1,5L PET PESSEGO",Chá Pronto Leão Ice Tea 1.5 Litros Garrafa PET Pêssego,cha pronto leao ice tea 1.5 litros garrafa pet pessego,outra bebida,"O produto é um chá pronto da marca Leão. 'PRON' foi expandido para 'Pronto', e a categoria 'outra bebida' se aplica.",cha pronto,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
f8fb3ec7530f82f08721d312d825668b06c9bb0306c38af002a078166d2d17c5,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,LIMP M.USO DESENG L.LIMO X14 VEJA 500ML OF ESP,LIMP M.USO DESENG L.LIMO X14 VEJA 500ML OF ESP,Limpa Multiuso Desengordurante Limão X14 Veja 500 Mililitros Ofertas Especiais,limpa multiuso desengordurante limao x14 veja 500 mililitros ofertas especiais,produto de limpeza de piso,"O produto é um limpa multiuso desengordurante. As expansões de abreviações foram feitas, e a categoria mais adequada é 'produto de limpeza de piso'.",multiuso,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
6c6835a4426f926e315b4b12889ec01cb6dd732b33e74793def3b862149c5cb2,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,LIMP AJAX PERF LAVANDA 1L 20 GTS,LIMP AJAX PERF LAVANDA 1L 20 GTS,Limpa Ajax Perfume Lavanda 1 Litro 20 Gotinhas,limpa ajax perfume lavanda 1 litro 20 gotinhas,produto de limpeza domestica,"O produto é um limpa com perfume de lavanda. 'LIMP' foi expandido para 'Limpa', e a categoria 'produto de limpeza domestica' é a mais apropriada.",multiuso,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
7f6221b457773f0f61c3319eeacb5ea2f99e81ede067fd0e6140d9a354db5923,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,FARINHA TRIGO DONA BENTA 1KG C/FERM ESP,FARINHA TRIGO DONA BENTA 1KG C/FERM ESP,Farinha de Trigo Dona Benta 1 Quilograma Com Fermento Especial,farinha de trigo dona benta 1 quilograma com fermento especial,farinha de trigo,O produto é uma farinha de trigo da marca Dona Benta. 'KG' foi expandido para 'Quilograma' e a categoria é 'farinha de trigo'.,farinha de trigo,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
0eaf9a1ef92e2e8977ed4ee4a6583ccb16ab7c6f64e5928a6b998adc7e025cbf,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,ARROZ PARB TIO JOAO T1 5KG,ARROZ PARB TIO JOAO T1 5KG,Arroz Parboilizado Tio João Tipo 1 5 Quilogramas,arroz parboilizado tio joao tipo 1 5 quilogramas,arroz,O produto é arroz parboilizado da marca Tio João. 'KG' foi expandido para 'Quilograma' e a categoria 'arroz' é a mais adequada.,arroz,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
6c612b8bd51adfb841fbb899e83f8d689e9732ac08fae1765e0ece61d7975488,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,ARROZ AGULH PRATO FINO 1KG TP1,ARROZ AGULH PRATO FINO 1KG TP1,Arroz Agulha Prato Fino 1 Quilograma Tipo 1,arroz agulha prato fino 1 quilograma tipo 1,arroz,O produto é um arroz agulha prato fino. 'KG' foi expandido para 'Quilograma' e a categoria 'arroz' é a correta.,arroz,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
30e585aa15f2a3b95f094960814ff5bbcd949d7baf499f56dd59e22713b42865,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,ACHOC PO NESCAU 730G SC ACT GO C/2 GTS 1 LATA,ACHOC PO NESCAU 730G SC ACT GO C/2 GTS 1 LATA,Achocolatado em Pó Nescau 730 Gramas Sabor Chocolate Activo Com 2 Gotinhas 1 Lata,achocolatado em po nescau 730 gramas sabor chocolate activo com 2 gotinhas 1 lata,achocolatado,O produto é um achocolatado em pó da marca Nescau. 'SC' foi expandido para 'Sabor Chocolate' e a categoria é 'achocolatado'.,achocolatado,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
f44ec2d2050c8a55e96a7ac6a7e5408e8818d6bc8739677ed147502618af34c0,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,"LAV ROUP PO BRILHANTE LIMP TOTAL SACHET 5,6kg","LAV ROUP PO BRILHANTE LIMP TOTAL SACHET 5,6kg",Lava Roupas em Pó Brilhante Limpeza Total Sachet 5.6 Quilogramas,lava roupas em po brilhante limpeza total sachet 5.6 quilogramas,lava roupas,O produto é um lava roupas em pó. 'KG' foi expandido para 'Quilograma' e a categoria é 'lava roupas'.,lava roupas,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
aaea4608e5be1aa3d796fa20e49ceadab4dc9e51bcb182cd69c6b9f5eaffe4e7,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,REFRES EM PO MID LARANJA DOCE 20G,REFRES EM PO MID LARANJA DOCE 20G,Refresco em Pó Mid Laranja Doce 20 Gramas,refresco em po mid laranja doce 20 gramas,refresco,O produto é um refresco em pó de laranja da marca Mid. 'G' foi expandido para 'Gramas' e a categoria adequada é 'refresco'.,refrigerante,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
23f2863ed73f0b01b5fb1855bac0765ead906f8e8b23210bf3acc1ad2e73a06d,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,CHOC TAB LACTA PC 80G AO LEITE,CHOC TAB LACTA PC 80G AO LEITE,Chocolate Tablet Lacta Pacote 80 Gramas Ao Leite,chocolate tablet lacta pacote 80 gramas ao leite,chocolate,O produto é um chocolate em tablet da marca Lacta. 'PC' foi expandido para 'Pacote' e a categoria é 'chocolate'.,chocolate,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
a1a0b1ba1ce5b1654f7e03268a1207dc5e541f2ead23a6055a6070a96da45f37,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,SACO LIXO DOVER-ROLL 50L 30UN-RL PTO SUPER FORTE,SACO LIXO DOVER-ROLL 50L 30UN-RL PTO SUPER FORTE,Saco de Lixo Dover-Roll 50 Litros 30 Unidades Rolinho Preto Super Forte,saco de lixo dover-roll 50 litros 30 unidades rolinho preto super forte,_RARE_,"O produto é um saco de lixo da marca Dover-Roll. Apesar das expansões, não se encaixa em uma categoria específica da lista, portanto, usei '_RARE_'.",saco de lixo,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
547260bef84a242590b064ebfe79dbd9c07dc317932617f20581d41b846b83d4,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,AGUA TONICA SCHWEPPES PET 1.5L,AGUA TONICA SCHWEPPES PET 1.5L,Água Tônica Schweppes Garrafa PET 1.5 Litros,agua tonica schweppes garrafa pet 1.5 litros,agua tonica,O produto é água tônica da marca Schweppes. 'PET' foi expandido para 'Garrafa PET' e a categoria é 'agua tonica'.,agua tonica,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
2786e93dfc4261b707f27feb8d0582cb8e93e5bef63844e510a4f00d65e9988a,5e31f7ff-c0bc-43fe-a5ab-7f5b83c10a10,AGUA SANITARIA CLORO ATIVO YPE 1L,AGUA SANITARIA CLORO ATIVO YPE 1L,Água Sanitária Cloro Ativo Ypê 1 Litro,agua sanitaria cloro ativo ype 1 litro,agua sanitaria,O produto é uma água sanitária da marca Ypê. 'L' foi expandido para 'Litro' e a categoria é 'agua sanitaria'.,agua sanitaria,gpt-4o-mini,1.0,v1,DRI_L0size250_Nc119_Seed292,25
