run_id,l0_target_size,selection_order_in_l0,original_index,text_sample,true_label_sample,assigned_semantic_cluster_id,selection_reason_code,selection_score_value
DRI_L0size50000_Nc622_Seed50042,50000,30805,115385,FUBA MIILHO 500G CB OURO,fuba,327,intra_novelty_relevance,0.025830459837566908
DRI_L0size50000_Nc622_Seed50042,50000,30806,112330,FUBA PRE COZ KISABOR  500G,fuba,327,intra_novelty_relevance,0.02544778213672228
DRI_L0size50000_Nc622_Seed50042,50000,30807,17884,FUBA MIMOSO ANCHIETA 1KG-PC,fuba,327,intra_novelty_relevance,0.023761753687732465
DRI_L0size50000_Nc622_Seed50042,50000,30808,43715,FUBA PRE COZIDO M CUCA 500G,fuba,327,intra_novelty_relevance,0.02280514523450868
DRI_L0size50000_Nc622_Seed50042,50000,30809,94206,FUBA MIL AM CALDOB . 1KG,fuba,327,intra_novelty_relevance,0.020061732462060302
DRI_L0size50000_Nc622_Seed50042,50000,30810,156252,FUBA YOKI PCT                 1K 46,fuba,327,intra_novelty_relevance,0.017844424125098395
DRI_L0size50000_Nc622_Seed50042,50000,30811,77757,FUBA MIMOSO MARPA 500G,fuba,327,intra_novelty_relevance,0.01743338693952872
DRI_L0size50000_Nc622_Seed50042,50000,30812,74844,FUBA JOIA MIMOSO PCT 500G,fuba,327,intra_novelty_relevance,0.017407912634645143
DRI_L0size50000_Nc622_Seed50042,50000,30813,1014,FUBA SINHA PC 1KG FINO,fuba,327,intra_novelty_relevance,0.014127480364152433
DRI_L0size50000_Nc622_Seed50042,50000,30814,54380,FUBA MIMOSO MILHARIL 1KG,fuba,327,intra_novelty_relevance,0.012861386974742465
DRI_L0size50000_Nc622_Seed50042,50000,30815,120369,FUBA MIMOSO GUIRICEMA 1KG,fuba,327,intra_novelty_relevance,0.012861386974742465
DRI_L0size50000_Nc622_Seed50042,50000,30816,83082,FUBA CAMPO BELO 500G,fuba,327,intra_novelty_relevance,0.012122735686292789
DRI_L0size50000_Nc622_Seed50042,50000,30817,130683,FUBA MIMOSO ALAMBARI 1KG,fuba,327,intra_novelty_relevance,0.0114755767556025
DRI_L0size50000_Nc622_Seed50042,50000,30818,103758,FUBA YOKI 1KG INST,fuba,327,intra_novelty_relevance,0.011073645135156239
DRI_L0size50000_Nc622_Seed50042,50000,30819,125023,FUBA MIM CESTA BASICA 500G,fuba,327,intra_novelty_relevance,0.010781855482258539
DRI_L0size50000_Nc622_Seed50042,50000,30820,5571,FUBA MIMOSO SINHA 1 kg,fuba,327,intra_novelty_relevance,0.009502444194118158
DRI_L0size50000_Nc622_Seed50042,50000,30821,51675,FUBA MIMOSO EXTRA YOKI 500G,fuba,327,intra_novelty_relevance,0.009297580849458155
DRI_L0size50000_Nc622_Seed50042,50000,30822,19087,FUBA MIM FARTURA 1Kg,fuba,327,intra_novelty_relevance,0.008703956317322572
DRI_L0size50000_Nc622_Seed50042,50000,30823,64029,FUBA MIMOSO AMAFIL 500G,fuba,327,intra_novelty_relevance,0.008703956317322572
DRI_L0size50000_Nc622_Seed50042,50000,30824,54076,MOLHO INGLES KENKO PET 150ML,molho ingles,328,first_relevance,1.9201642301233723
DRI_L0size50000_Nc622_Seed50042,50000,30825,17730,MOLHO KITANO INGLES VD 150ML,molho ingles,328,intra_novelty_relevance,0.07121299378089095
DRI_L0size50000_Nc622_Seed50042,50000,30826,40503,MOLHO INGLES PIRATA PET 150ml,molho ingles,328,intra_novelty_relevance,0.03744917418407923
DRI_L0size50000_Nc622_Seed50042,50000,30827,111771,MOLHO INGLES KENKO 1000 ML,molho ingles,328,intra_novelty_relevance,0.029267014910131974
DRI_L0size50000_Nc622_Seed50042,50000,30828,96647,MOLHO INGLES MARIZA PICANTE 150ML,molho ingles,328,intra_novelty_relevance,0.02846189031086127
DRI_L0size50000_Nc622_Seed50042,50000,30829,122950,MOLHO INGLES LEAePERRINS 150ML,molho ingles,328,intra_novelty_relevance,0.024353019786513535
DRI_L0size50000_Nc622_Seed50042,50000,30830,83413,MOLHO INGLES PALMEIR 150ML 150ML,molho ingles,328,intra_novelty_relevance,0.02019403082999596
DRI_L0size50000_Nc622_Seed50042,50000,30831,157260,MOLHO DUDUXO 150ML  INGLES,molho ingles,328,intra_novelty_relevance,0.016480930154187393
DRI_L0size50000_Nc622_Seed50042,50000,30832,37655,MOLHO INGLES MINHOTO 150ML 150ML,molho ingles,328,intra_novelty_relevance,0.016035041873478383
DRI_L0size50000_Nc622_Seed50042,50000,30833,85298,MOLHO SAKURA 150ML MOLHO INGLES,molho ingles,328,intra_novelty_relevance,0.015636181214814956
DRI_L0size50000_Nc622_Seed50042,50000,30834,18028,MOLHO VIEIRA 150ML  INGLES,outro molho,328,intra_novelty_relevance,0.013411011996036337
DRI_L0size50000_Nc622_Seed50042,50000,30835,69325,"MOLHO INGLES 150ML, CHINEZINHO",molho ingles,328,intra_novelty_relevance,0.012018925528996032
DRI_L0size50000_Nc622_Seed50042,50000,30836,115736,"SABAO LIQ CONC ARIEL FC 1,2L, TQ DOWN, .",lava roupas,329,first_relevance,1.2662209109190379
DRI_L0size50000_Nc622_Seed50042,50000,30837,10585,SABAO PASTA DIPOL 500G-PT DE BRILHO NEUTRO,sabao em pasta,329,intra_novelty_relevance,0.2519631002317357
DRI_L0size50000_Nc622_Seed50042,50000,30838,137715,"SABAO TEIU SUPER C/5 200G, AZUL PERF",sabao em pedra,329,intra_novelty_relevance,0.19867671427837436
DRI_L0size50000_Nc622_Seed50042,50000,30839,13661,"SABAO LIQ OMO RF 900ML, LAV PERFEITA",lava roupas,329,intra_novelty_relevance,0.13515668914454426
DRI_L0size50000_Nc622_Seed50042,50000,30840,143475,SABAO PEDRA MINUANO 180G NATUR,lava roupas,329,intra_novelty_relevance,0.12161223939630664
DRI_L0size50000_Nc622_Seed50042,50000,30841,97634,SABAO ZAVASKI GLICERINADO 200GR PE   5UN,sabao em pedra,329,intra_novelty_relevance,0.08625643982851089
DRI_L0size50000_Nc622_Seed50042,50000,30842,173007,SABAO LIQ TIXAN PRIMAVERA FC 3L 10 DESC,lava roupas,329,intra_novelty_relevance,0.08477605918991586
DRI_L0size50000_Nc622_Seed50042,50000,30843,94386,SABAO GLIC ESTRELA 5X200G,sabao em pedra,329,intra_novelty_relevance,0.08217801794477583
DRI_L0size50000_Nc622_Seed50042,50000,30844,21148,SABAO PD VANISH T-MANCHA 75G-UN. WHITE,sabao em pedra,329,intra_novelty_relevance,0.07226569565825774
DRI_L0size50000_Nc622_Seed50042,50000,30845,105243,SABAO JUA 1KG NEUTRO GLICERINAD,sabao em pedra,329,intra_novelty_relevance,0.054769313662049804
DRI_L0size50000_Nc622_Seed50042,50000,30846,21931,SABAO NEUTRAL CREM PASTOSO 500G,lava roupas,329,intra_novelty_relevance,0.051147993110793384
DRI_L0size50000_Nc622_Seed50042,50000,30847,84402,SABAO PAST ASSOLAN ATOL PT 500G,sabao em pasta,329,intra_novelty_relevance,0.04655103812785589
DRI_L0size50000_Nc622_Seed50042,50000,30848,88632,SABAO PASTA URCA ULTRA BRILHO PT 200G,sabao em pasta,329,intra_novelty_relevance,0.04330482771640774
DRI_L0size50000_Nc622_Seed50042,50000,30849,11566,SABAO LIQ BRILHANTE DIL L TOTAL 500ML,lava roupas,329,intra_novelty_relevance,0.041757108106181405
DRI_L0size50000_Nc622_Seed50042,50000,30850,92811,SABAO ESPUMIL MARMORIZADO 500G,sabao em pedra,329,intra_novelty_relevance,0.04042149687031525
DRI_L0size50000_Nc622_Seed50042,50000,30851,3739,"SABAO LIQ ARIEL SCH 700ML, CLASSICO, .",lava roupas,329,intra_novelty_relevance,0.04034062772511867
DRI_L0size50000_Nc622_Seed50042,50000,30852,86709,SABAO ALPES 1K AMAREL 5UND,sabonete,329,intra_novelty_relevance,0.03689598590311885
DRI_L0size50000_Nc622_Seed50042,50000,30853,106701,SABAO LIQ YPE POWER ACT PCH 1L,lava roupas,329,intra_novelty_relevance,0.03573181926732484
DRI_L0size50000_Nc622_Seed50042,50000,30854,153215,SABAO GIR SOL GLIC 400g,sabao em pedra,329,intra_novelty_relevance,0.034670626803313745
DRI_L0size50000_Nc622_Seed50042,50000,30855,86084,SABAO GOTA LIMPA BAB CARAME 200G,sabao em pedra,329,intra_novelty_relevance,0.031857033156568744
DRI_L0size50000_Nc622_Seed50042,50000,30856,29529,SABAO REGENTE LIMAO 200G C/5,sabao em pedra,329,intra_novelty_relevance,0.028937893979268107
DRI_L0size50000_Nc622_Seed50042,50000,30857,29270,SABAO GAMA LOPES 1kg,sabao em pedra,329,intra_novelty_relevance,0.026171170916678435
DRI_L0size50000_Nc622_Seed50042,50000,30858,52217,SABAO PREVIN ANTI PULGA 80G,sabonete,329,intra_novelty_relevance,0.02590369999714287
DRI_L0size50000_Nc622_Seed50042,50000,30859,89252,"SABAO LIQ OMO 7L, PERFECT WHIT, .",lava roupas,329,intra_novelty_relevance,0.02389705174273626
DRI_L0size50000_Nc622_Seed50042,50000,30860,41404,BRINQ BOLHA SABAO BUBBLE,brinquedo,329,intra_novelty_relevance,0.02387261412905037
DRI_L0size50000_Nc622_Seed50042,50000,30861,11702,SABAO ECONOMICO AZUL 900G,sabao em pedra,329,intra_novelty_relevance,0.02353757536670599
DRI_L0size50000_Nc622_Seed50042,50000,30862,5458,SABAO RISO TRADICIONAL VERDE 5/200,sabonete,329,intra_novelty_relevance,0.021322484705127626
DRI_L0size50000_Nc622_Seed50042,50000,30863,77863,SABAO GIRANDO SOL GLICER BR 200G,sabao em pedra,329,intra_novelty_relevance,0.020825589922306605
DRI_L0size50000_Nc622_Seed50042,50000,30864,91683,SABAO SABONIL 200G,sabao em pedra,329,intra_novelty_relevance,0.019398759320412885
DRI_L0size50000_Nc622_Seed50042,50000,30865,138737,"SABAO LIQ OMO RF 900ML, PURO CUIDADO",lava roupas,329,intra_novelty_relevance,0.0187157385790912
DRI_L0size50000_Nc622_Seed50042,50000,30866,1682,SABAO CREM HIGI CALCINHA 300ML,sabao em pedra,329,intra_novelty_relevance,0.01733175565999493
DRI_L0size50000_Nc622_Seed50042,50000,30867,93504,SABAO MARMORE AZUL 1kg,sabao em pedra,329,intra_novelty_relevance,0.016085854945883573
DRI_L0size50000_Nc622_Seed50042,50000,30868,150515,"SABAO LIQ OMO SCH 900ML, S/P PROT MIC, .",lava roupas,329,intra_novelty_relevance,0.01394522726867987
DRI_L0size50000_Nc622_Seed50042,50000,30869,17976,SABAO BEM TE VI GLIC LIMAO 180g,sabonete,329,intra_novelty_relevance,0.01365242420559665
DRI_L0size50000_Nc622_Seed50042,50000,30870,80335,SABAO FONT JEANS AZUL 200GR,sabonete,329,intra_novelty_relevance,0.013225438599842633
DRI_L0size50000_Nc622_Seed50042,50000,30871,42842,SABAO GLIC BICA CLEAR 5X200G,sabao em pedra,329,intra_novelty_relevance,0.012339192817991335
DRI_L0size50000_Nc622_Seed50042,50000,30872,65324,SABAO KEAN PLUS 200G,sabao em pedra,329,intra_novelty_relevance,0.011804204588523284
DRI_L0size50000_Nc622_Seed50042,50000,30873,98354,SABAO MINUANO T.MANCHAS C/BIC.  PE  200G,sabao em pedra,329,intra_novelty_relevance,0.011552325825845988
DRI_L0size50000_Nc622_Seed50042,50000,30874,19584,SABAO SUPER TEIU AZU CORES 200GR,sabao em pedra,329,intra_novelty_relevance,0.011535847325673953
DRI_L0size50000_Nc622_Seed50042,50000,30875,44068,SABAO LIQ BRILHANTE BRILHO ATIVO FC 5L,lava roupas,329,intra_novelty_relevance,0.011520746451280817
DRI_L0size50000_Nc622_Seed50042,50000,30876,15746,SABAO REAL BLUE 200G C/5,sabao em pedra,329,intra_novelty_relevance,0.011433333504325113
DRI_L0size50000_Nc622_Seed50042,50000,30877,57905,CREAM CHEESE DANUBIO 150G-PT LIGHT,queijo cremoso,330,first_relevance,1.8244838406387096
DRI_L0size50000_Nc622_Seed50042,50000,30878,145,CREAM CHEESE ORIG PHILADELPHIA 300G,queijo cremoso,330,intra_novelty_relevance,0.3260763191765096
DRI_L0size50000_Nc622_Seed50042,50000,30879,115033,CREAM CHEESE POLENGHI TRAD    150GR,queijo cremoso,330,intra_novelty_relevance,0.17234774323550686
DRI_L0size50000_Nc622_Seed50042,50000,30880,13797,CREAM CHEESE PRESIDENT TRAD 270g,queijo cremoso,330,intra_novelty_relevance,0.10601476283862754
DRI_L0size50000_Nc622_Seed50042,50000,30881,61186,CREAM CHEESE TRADICIONAL VIGOR 150G,queijo cremoso,330,intra_novelty_relevance,0.08971976708604623
DRI_L0size50000_Nc622_Seed50042,50000,30882,119977,CREAM CHEESE PORTO ALEGRE TRADIC 150g,queijo cremoso,330,intra_novelty_relevance,0.05158863525253608
DRI_L0size50000_Nc622_Seed50042,50000,30883,123329,CREAM CHEESE PHILAD S/LACTOSE 150G,queijo cremoso,330,intra_novelty_relevance,0.02273501824796022
DRI_L0size50000_Nc622_Seed50042,50000,30884,175139,CREAM CHEESE LIGHT PHIL 150G PHIRW,queijo cremoso,330,intra_novelty_relevance,0.018577306652395948
DRI_L0size50000_Nc622_Seed50042,50000,30885,106022,CREAM CHEESE CATUPIRY 150G,queijo cremoso,330,intra_novelty_relevance,0.018118909177796697
DRI_L0size50000_Nc622_Seed50042,50000,30886,100843,CREAM CHEESE ZERO LAC POLENGHI 150G,queijo cremoso,330,intra_novelty_relevance,0.017583893457662095
DRI_L0size50000_Nc622_Seed50042,50000,30887,129399,QJO CREAM CHEESE PRESIDENT POTE 150G,queijo,330,intra_novelty_relevance,0.015159421795362695
DRI_L0size50000_Nc622_Seed50042,50000,30888,138780,CREAM CHEESE NOMOO TRAD VEG S/L  PT 150G,queijo cremoso,330,intra_novelty_relevance,0.013148399165029273
DRI_L0size50000_Nc622_Seed50042,50000,30889,89191,QUEIJO C CHEESE DANUBIO 150G TRAD,queijo,330,intra_novelty_relevance,0.010531765532585755
DRI_L0size50000_Nc622_Seed50042,50000,30890,37344,CREAM CHEESE DANUBIO TRADIC.    PT 300GR,queijo cremoso,330,intra_novelty_relevance,0.009524821913996812
DRI_L0size50000_Nc622_Seed50042,50000,30891,7722,CREAM CHEESE LIGHT PHILADELPHI 300G,queijo cremoso,330,intra_novelty_relevance,0.009288653326197974
DRI_L0size50000_Nc622_Seed50042,50000,30892,157939,CREAM CHEESE DANUBIO TRADIC.    CP 220GR,queijo cremoso,330,intra_novelty_relevance,0.008460196592895493
DRI_L0size50000_Nc622_Seed50042,50000,30893,400,CREAM CHEESE BISNAGA POLENGHI 400G,queijo cremoso,330,intra_novelty_relevance,0.00820122524650913
DRI_L0size50000_Nc622_Seed50042,50000,30894,70816,CREAM CHEESE PHILADELPHIA 3 ORIGINAL,queijo cremoso,330,intra_novelty_relevance,0.0076222931788526615
DRI_L0size50000_Nc622_Seed50042,50000,30895,65508,CREAM CHEESE POLENGHI SOFT 150G,queijo cremoso,330,intra_novelty_relevance,0.0068020277923360704
DRI_L0size50000_Nc622_Seed50042,50000,30896,77001,CREAM CHEESE ITAMBE TRAD 150g,queijo cremoso,330,intra_novelty_relevance,0.006753491510883842
DRI_L0size50000_Nc622_Seed50042,50000,30897,126404,CREAM CHEESE LGHT DANUBIO 150G,queijo cremoso,330,intra_novelty_relevance,0.00670149530612302
DRI_L0size50000_Nc622_Seed50042,50000,30898,40777,CREAM CHEESE VIGOR 300G TRAD.CREM.,queijo cremoso,330,intra_novelty_relevance,0.00558257284203535
DRI_L0size50000_Nc622_Seed50042,50000,30899,1803,CREAM CHEESE Z/LAC PHILADELPHIA 150G,queijo cremoso,330,intra_novelty_relevance,0.004800329106685361
DRI_L0size50000_Nc622_Seed50042,50000,30900,113735,CREAM CHEESE POLENGHI 1.5KG,queijo cremoso,330,intra_novelty_relevance,0.0044195190721661535
DRI_L0size50000_Nc622_Seed50042,50000,30901,92113,CREAM CHEESE LIGHT PRES PT 270G,queijo cremoso,330,intra_novelty_relevance,0.003824584778484873
DRI_L0size50000_Nc622_Seed50042,50000,30902,32402,CREAM CHEESE S LACT POLENGHI 150G,queijo cremoso,330,intra_novelty_relevance,0.002807419777503076
DRI_L0size50000_Nc622_Seed50042,50000,30903,43421,CREAM CHEESE PORTO ALEGRE CREME QJO 300G,queijo cremoso,330,intra_novelty_relevance,0.0025687051122737525
DRI_L0size50000_Nc622_Seed50042,50000,30904,110317,CR CHEESE DANUBIO 150G LIGHT,queijo,330,intra_novelty_relevance,0.0025687051122737525
DRI_L0size50000_Nc622_Seed50042,50000,30905,348,CREAM CHEESE PHILADELPHIA ORIG   PT 300G,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30906,3461,CREAM CHEESE PRESIDENT 150G POTE LIGHT,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30907,3627,CREAM CHEESE PORTO ALEGRE 300G-PT TRAD,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30908,4465,CREAM CHEESE LIGHT DANUBIO 300G,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30909,13675,CREAM CHEESE PRESIDENT 150G POTE,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30910,16250,CREAM CHEESE LIGHT PHILADELPHIA 150G,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30911,16421,CREAM CHEESE VIGOR 300G TRAD,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30912,16609,CREAM CHEESE VIGOR DANUBIO TRAD 300g,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30913,16943,CREAM CHEESE VIGOR 150G TRAD,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30914,16960,CREAM CHEESE VIGOR TRAD 300G,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30915,17381,CREAM CHEESE PHILADELPHIA ORIG 150G,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30916,20046,CREAM CHEESE POLENGHI TRAD.     PT  300G,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30917,20576,CREAM CHEESE ORIG PHILADELPHIA 150G,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30918,21827,CREAM CHEESE PHILADELPHIA LIGHT 300G,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30919,25280,CREAM CHEESE DANUBIO LIGHT 150G,queijo cremoso,330,intra_novelty_relevance,0.0
DRI_L0size50000_Nc622_Seed50042,50000,30920,135920,BATATA RUFFLES 40G ONDULADA CEBOLA E SALSA,aperitivo,331,first_relevance,1.9969160788067957
DRI_L0size50000_Nc622_Seed50042,50000,30921,47873,BATATA FRITA PRINGLES CEBOLA 109G,aperitivo,331,intra_novelty_relevance,0.3046851854322141
DRI_L0size50000_Nc622_Seed50042,50000,30922,19578,BATATA OND.SLICE CEB/SALSA      PE  45GR,aperitivo,331,intra_novelty_relevance,0.2723493140146306
DRI_L0size50000_Nc622_Seed50042,50000,30923,68997,BATATA TUBO MR CHIPS CREME CEBOLA 100G,petisco e salgadinho congelado,331,intra_novelty_relevance,0.11825720753343254
DRI_L0size50000_Nc622_Seed50042,50000,30924,108776,BATATA YOKITOS PC 45G CEB/SALSA,aperitivo,331,intra_novelty_relevance,0.08871003815205261
DRI_L0size50000_Nc622_Seed50042,50000,30925,134225,BATATA DEUTSCHIPS ONDUL CEBOLA/SALSA 225g,aperitivo,331,intra_novelty_relevance,0.060084944190769
DRI_L0size50000_Nc622_Seed50042,50000,30926,44393,BATATA RUFFLES CEBOLA/SALSA 167G,aperitivo,331,intra_novelty_relevance,0.0575175302546163
DRI_L0size50000_Nc622_Seed50042,50000,30927,115450,KIT BATATA TEX 110G 50PC DESC 2UN CR DE CEBOLA,aperitivo,331,intra_novelty_relevance,0.05568403474186748
DRI_L0size50000_Nc622_Seed50042,50000,30928,82193,BATATA KERUS DEORA 30G CEB/SALSA,aperitivo,331,intra_novelty_relevance,0.054529187087254904
DRI_L0size50000_Nc622_Seed50042,50000,30929,98239,BATATA RUFFLES CEBOLA e SALSA    PCT 76G,aperitivo,331,intra_novelty_relevance,0.04996169086922935
DRI_L0size50000_Nc622_Seed50042,50000,30930,7278,SNACK DE BATATA PIRAQUE CEBOLA SALSA 60G,aperitivo,331,intra_novelty_relevance,0.044080716648625125
DRI_L0size50000_Nc622_Seed50042,50000,30931,17513,BATATA PRINGLES CREM/CEBOLA      LT 120G,aperitivo,331,intra_novelty_relevance,0.043026439886009606
DRI_L0size50000_Nc622_Seed50042,50000,30932,15463,BATATA RUFFLES 115G CEBOLA/SALSA,aperitivo,331,intra_novelty_relevance,0.04069623262603895
DRI_L0size50000_Nc622_Seed50042,50000,30933,61181,BATATA RIBSNACK 90G CEBOLA/SALSA,batata congelada,331,intra_novelty_relevance,0.03726000533173213
DRI_L0size50000_Nc622_Seed50042,50000,30934,110855,BATATA ELMA CHIPS STAX TB CR CEBOLA,aperitivo,331,intra_novelty_relevance,0.027120192382951006
DRI_L0size50000_Nc622_Seed50042,50000,30935,9399,"BATATA CRONY ONDULADA 45g, CEBOLA/SALSA",aperitivo,331,intra_novelty_relevance,0.025642019724867328
DRI_L0size50000_Nc622_Seed50042,50000,30936,12833,BATATA FRITA RUFFLES 84G ONDULADA CEB/SALSA PCT,aperitivo,331,intra_novelty_relevance,0.024289222951649727
DRI_L0size50000_Nc622_Seed50042,50000,30937,127452,BATATA FRITA LAY S CREME CEBOLA 96G,aperitivo,331,intra_novelty_relevance,0.023906138678361798
DRI_L0size50000_Nc622_Seed50042,50000,30938,122110,BATATA ONDULADA RACE 140G  CEBOLA SALSA,apresuntado,331,intra_novelty_relevance,0.02376073888120641
DRI_L0size50000_Nc622_Seed50042,50000,30939,151734,BATATA SEMALO OND FREETAZ WAY CEB E SALSA 45g,aperitivo,331,intra_novelty_relevance,0.02178370235972299
DRI_L0size50000_Nc622_Seed50042,50000,30940,104340,BATATA YOKI EXTRA FINA SALSA/CEBOLA 100g,aperitivo,331,intra_novelty_relevance,0.021368057711828526
DRI_L0size50000_Nc622_Seed50042,50000,30941,157006,BATATA SALSA PICADA VERD FACIL  PE 400GR,aperitivo,331,intra_novelty_relevance,0.01799724839752767
DRI_L0size50000_Nc622_Seed50042,50000,30942,64183,BATATA RUFFLES SOUR CREAM/CEBOLA LT 134G,aperitivo,331,intra_novelty_relevance,0.01767875141582323
DRI_L0size50000_Nc622_Seed50042,50000,30943,125521,BATATA RUFFLES 57G CEBOLA E SALSA,aperitivo,331,intra_novelty_relevance,0.01730382302778918
DRI_L0size50000_Nc622_Seed50042,50000,30944,134061,BATATA FRITA ONDU YOKITOS CEBO SALSA 90G,aperitivo,331,intra_novelty_relevance,0.016773139651304014
DRI_L0size50000_Nc622_Seed50042,50000,30945,75676,BATATA CHIPS CROQUES PETISCO 200G CR CEBOLA,aperitivo,331,intra_novelty_relevance,0.014526170890544513
DRI_L0size50000_Nc622_Seed50042,50000,30946,99634,BATATA MEGA CHIPS 40G-PC LISA CEBOLA/MANTEIGA,aperitivo,331,intra_novelty_relevance,0.014073441530021845
DRI_L0size50000_Nc622_Seed50042,50000,30947,125327,"BATATA CROYS 18G, CEBOLA E SALSA",aperitivo,331,intra_novelty_relevance,0.013301772654127582
DRI_L0size50000_Nc622_Seed50042,50000,30948,119010,BATATA PRINGLES CREME/CEBOLA      LT 43G,aperitivo,331,intra_novelty_relevance,0.012930926215255822
DRI_L0size50000_Nc622_Seed50042,50000,30949,85967,BATATA ONDULADA EBICEN CEBOLA SALSA 50G,aperitivo,331,intra_novelty_relevance,0.012763646305434227
DRI_L0size50000_Nc622_Seed50042,50000,30950,10741,BATATA LAYS PC 135G CEBOLA,petisco e salgadinho congelado,331,intra_novelty_relevance,0.012002396902488643
DRI_L0size50000_Nc622_Seed50042,50000,30951,29507,BATATA SLICE 155G CEBOLA,aperitivo,331,intra_novelty_relevance,0.011730163010812002
DRI_L0size50000_Nc622_Seed50042,50000,30952,108421,"BATATA SANDELLA OND 55G, CEB/SALSA",aperitivo,331,intra_novelty_relevance,0.011294436151846044
DRI_L0size50000_Nc622_Seed50042,50000,30953,25159,BATATA FRITA RUFFLES 40G CABOLA SALSA ONDULADA,aperitivo,331,intra_novelty_relevance,0.010307676543676102
DRI_L0size50000_Nc622_Seed50042,50000,30954,153920,BATATA PRINGLES 109GR CREME CEBOLA,aperitivo,331,intra_novelty_relevance,0.009197027784108577
DRI_L0size50000_Nc622_Seed50042,50000,30955,145067,BATATA SLICE 37GR ONDULADA CEBOLA/SALSA,aperitivo,331,intra_novelty_relevance,0.008547339908289108
DRI_L0size50000_Nc622_Seed50042,50000,30956,77487,PIZZA CONG SADIA LOMBO REQ MUSS 460G,pizza congelada,332,first_relevance,1.7491878411596755
DRI_L0size50000_Nc622_Seed50042,50000,30957,156251,PIZZA SEARA 460G-CX FGO C/CATUPIRY,pizza congelada,332,intra_novelty_relevance,0.25655511164489886
DRI_L0size50000_Nc622_Seed50042,50000,30958,111145,PIZZA PERDIGAO 460G CALABRESA MOIDA,pizza congelada,332,intra_novelty_relevance,0.1754910710358964
DRI_L0size50000_Nc622_Seed50042,50000,30959,36982,"PIZZA PIF PAF 460G, PORTUGUESA",pizza congelada,332,intra_novelty_relevance,0.10087051307667187
DRI_L0size50000_Nc622_Seed50042,50000,30960,141002,PIZZA SADIA FRANGO/CATUP/MUS     CX 460G,pizza congelada,332,intra_novelty_relevance,0.09921133853343615
DRI_L0size50000_Nc622_Seed50042,50000,30961,166856,PIZZA AURORA 460G CALAB/MUSS/AZEI,pizza congelada,332,intra_novelty_relevance,0.07416207287758592
DRI_L0size50000_Nc622_Seed50042,50000,30962,133394,QA PIZZA 4 QUEIJOS QUALITA 460G,prato pronto,332,intra_novelty_relevance,0.07239748625992429
DRI_L0size50000_Nc622_Seed50042,50000,30963,34418,"PIZZA PERDIGAO CONG 460G, BRASILEIRA, .",pizza congelada,332,intra_novelty_relevance,0.043844730949731264
DRI_L0size50000_Nc622_Seed50042,50000,30964,139276,"PIZZA REZENDE 460G, CALABR, .",pizza congelada,332,intra_novelty_relevance,0.0419371760657199
DRI_L0size50000_Nc622_Seed50042,50000,30965,168033,"PIZZA SADIA 460G, MARGUERITA PIMAR",pizza congelada,332,intra_novelty_relevance,0.04070521346767789
DRI_L0size50000_Nc622_Seed50042,50000,30966,14056,PIZZA PERDIGAO NAPOLITANA CONG   CX 460G,pizza congelada,332,intra_novelty_relevance,0.03566520792719719
DRI_L0size50000_Nc622_Seed50042,50000,30967,33707,PIZZA CARREFOUR CALA C MUSSA 460G,pizza congelada,332,intra_novelty_relevance,0.03514039631676049
DRI_L0size50000_Nc622_Seed50042,50000,30968,18221,PIZZA LOMB/CATUP/MUS SAD 460G PILMC,pizza congelada,332,intra_novelty_relevance,0.023314564786953082
DRI_L0size50000_Nc622_Seed50042,50000,30969,8797,PIZZA SADIA MUSSARELA CONG 440G,pizza congelada,332,intra_novelty_relevance,0.022281063391142608
DRI_L0size50000_Nc622_Seed50042,50000,30970,77219,PIZZA CONG LOMBO CAT E MUSS SADIA 460G,pizza congelada,332,intra_novelty_relevance,0.011962305735608945
DRI_L0size50000_Nc622_Seed50042,50000,30971,81987,PIZZA CALABRES LEBON 460G,pizza congelada,332,intra_novelty_relevance,0.011798525878892498
