nm_item,nm_product
CERVEJA SKOL BEATS SENSES 269ML-LN,cerveja
BICARBONATO CASAXA 90G,bicarbonato de sodio
QA LIMP PERF QUALITA FLS FRES 500ML,multiuso
CURAT BAND AID TRANSPARENTE 10UN,curativo adesivo
ALIM INF PED CAR AR C FEIJAO NESTLE 170G,alimento pronto de bebe
NUGGETS FGO TRAD SADIA 700G,empanado congelado
LIMP YPE PREMIUM DOCE VISA   FR 2L,multiuso
BISC RECH AYMORE 120G-PC BRIGAD,biscoito
PERNIL SUI PAMPLONA C/OS TEMP KG,carne suina
NEOVITE MAX C/60 CAPULAS BL,outro farma
QUEI RALADO CBS 500g,queijo
COSTELA FATIADA RESF,carne bovina
REFRESCO PO TANG TANGERINA      EV   25G,preparo para suco
CHA MORANGO/CHOC SO 13G,cha por infusao
TOM SWEET GRA BEN 500G,tomate
RAMEQUIN KREA CERAMICA BRANCO,outro utensilio de cozinha
DESOD AERO NIVEA FEM INVISIBLE 150ML,desodorante
CAFE ALM EX FORTE PELE 500G,cafe
BALA COCO VERINHA 500G,bala
NAFTALINA DESODOR BRANCO 30GR,naftalina
PATINHO BOV RESF Kg,carne bovina
SALG S GLU BELIVE CHURRASCO 35G,aperitivo
"CAFE DAMASCO 500G, INTEN VAC, .",cafe
TEMPERO MAGGI ESP/ERV FIN LEG E OVOS 17g,tempero pronto
QJO RALADO RELIQUIA CANASTRA 50G,queijo
AGUA TONICA SCHWEPPES           PET 1.5L,agua tonica
SACO LIXO DOVER ROLL REC PRETO 30L C/20,saco de lixo
SCHWEPS TON LT . 350ML,refrigerante
"ALIM INF NESTLE, BAN/AVEIA 120G, .",cereal infantil ou farinha lactea
LAVA ROUPA LIQ VIDA MACIA INF 500ml,lava roupas
FERMENTO PO DR OETKER 100G SC,fermento
CHIC TRIDENT FRESH INT 32G,goma de mascar
SECANTE ABRILH LAVA LOUCA SAMY 100ML,outro produto de limpeza domestica
CHA PRETO BARAO SO 13G,cha por infusao
BEBIDA PRONTO KAPO ABAC 200ML,suco pronto
ESPONJA BAN. PONJITA            PE   1UN,esponja de banho
RACAO CAES MAX VITA BUFFET AD RP 1KG,alimento pet
SALG PRESUNT PIRAQUE 100G,aperitivo
LEITE PO ITAMBE INTEG 400G-PC ALUMZ,leite em po
KELDOG SCH CARNEIRO 85G,alimento pet
BISC POLVILHO GOLD BOYS 150G ARGOL,biscoito
LAVA ROUPA PO OMO CART SANIT 800GR,lava roupas
"ABS INTIMUS GEL TP C/AB, SECA 32UN, .",absorvente
LAVA ROUPA BRILHANTE RF 900ML HIGIENE TOTAL,lava roupas
BARRA FRUTA SUPINO LIGHT BAN/CHO LEI,barra alimentar
SAB PROTEX ALOE 85G,sabonete
QUEIJO COALHO MARANGUAPE KG,queijo
MARGARINA SUPREME C/S 500G,margarina
CERVEJA EISENBAHN 355ML L.N SESSION IPA,cerveja
"LING FININH DEF 220G 0,220",linguica
GOIABA KG,goiaba
CR DENT COLGATE T ACAO MENTA 18X4X90G,creme dental
STEAK FGO NOBRE CONG 100G,empanado congelado
PESCADA CURUCA INTEIRA RESFRIADA KG,peixe
QA ESC DENT QUALITA SUPREME SOFT C2,escova de dentes
CALDO MAGGI CARNE 114G,caldo industrializado
MASSA FARFALLE SAN FREDIANO 500G,macarrao
SAL ROSA DO HIMALAIA BR SPICES FINO 500g,sal
CERVEJA AUSTEN CAP 1 600ML PILSNER,cerveja
MIST BOLO  NORDESTE LARA 400G,preparo para bolo
SUCO PRONTO BEBER DAFRUTA C MARACUJA,suco pronto
DOCE LEITE PREDILECTA,outro doce
MAIONESE ARISCO 400GR SACHE,maionese
CJT DE ORGANIZADORES DE GAVETA 8 PC,caixa organizadora
CANETA PERM CD/DVD MULTI PONTA C/1 PT,outro papelaria
FEIJAO BCO BROTO LEGAL 500G,feijao
HASTES COTONETES JOHNSON CX C/150,haste flexivel
IOG BATAVO GREGO MEL 100G,iogurte
WHISKY BLACK WHITE 1L,whisky
IOGURTE NATURAL MILK 500G,iogurte
SALG E.CH CHEETOS MIX 130G,aperitivo
FLANELA ENCOPA 38X58CM 1UN LARANJA,pano para limpeza
"CHOC LACTA BIS 100,8G, LEITE",chocolate
IOG PIA CREM MGO 800 800G,iogurte
PERNIL SN C PL KG,carne suina
AGUA COCO VITCOCO 1L,agua de coco
REST-BUFFET SN KG ESP NOVA LIMA,insumo
SORV JUNDIA FASC COLLEC FRUTAS VERM 1 5L,sorvete
"ENERGETICO FUSION 250ML, GUARANA",energetico
LEITE COCO NATUR T P 200ML,leite de coco
HAMBURGUER TUDBOM MISTO 56g,hamburguer congelado
LEITE PO INT NINHO 750G FORTI   50G GRAT,leite em po
REQUEIJAO BATAVO 200GR TRADICIONAL,requeijao
PAPEL HIG NEVE C/4 F D 30M,papel higienico
SACOLA PRESENTE BORDAS LISTRADA AV   1UN,embalagem de presente
"SORVETE ZECAS 1.5L, NAPOLITANO",sorvete
POLPA DEMARCHI 100G  MARACUJA,polpa de fruta congelada
ALIM CAO PEDIGREE DRY ADULTO RP 900G,alimento pet
AMENDOIM JAPON DORI  200G,amendoim
TORRADA BAUDUCCO PATES/CANAPES 110g,torrada
CREME LEITE BETANIA TP 200G,creme de leite
"PAO ALHO BAGUETE PREZUNIC RES 300g, PIC",padaria e confeitaria industrializado
KIT SAFIRA BOLO NOZES CHOC 250G,produto sazonal
SUCO JUXX ROMA 1L,suco pronto
HAPPY MANIA GRANULAD  150G,cobertura pronta
CHIPS DE BATATA DOCE 50GR,aperitivo
RUCULA ORG UN,rucula
MILKA CHO BISCUI 300GR,chocolate
MAIONESE HEMMER 290G TRAD,maionese
BISC.NESTLE COBERTO 130G CALIPSO ORIGINAL,biscoito
KIT P FEIJOADA COOP 1KG,preparo de alimento
CARTIGEN II C 30 CPR FARMOQUIMICA,outro farma
FAR TRIGO D BENTA S/FERM 1KG,farinha de trigo
MILHO PIP YOKI SUPER PREM 650G,milho para pipoca
CERV COLORADO CAUIM GF 600ML,cerveja
BIFE A ROLE BOVINO EL CORTE KG TEMPERADO,carne bovina
BALA GELATINA REGALI MORANGO/LARANJA,bala
REFRIGERANTE DE BAIXA CALORIA 500ml,refrigerante
GOIABADA CASCAO ZELIA BARRA 500G,goiabada
OVO DE DINOSSAURO VELOCIRAPT,brinquedo
ESPUMANTE ROSE SALTON BRUT 750ML,espumante
IOG YOPRO 15G MORANGO YOPRO 250G,iogurte
PIPOCA MAE TERRA NUPOCA MASCAVO ORG  40G,pipoca pronta
GELAT ROYAL 12G ZERO MORAN,gelatina
G ATENOLOL 25MG C 30 COMP BIOSINTETICA,outro farma
LEITE COND ITALAC ZERO LACT CX 395G,leite condensado
BISC WAFER NEGRESCO 110G,biscoito
VASSOURA MADRI CONDOR,vassoura
CD SENSODYNE PROT COMPLETA 90G,creme dental
VERMOUTH MARTINI ROSSO 750ML,outro destilado
G ALBENDAZOL 400MG C/01 COMP MEDLEY,outro farma
AGUA MIN NESTLE PUREZA VITAL S/G 510ML,agua
MULTI INSET SBP CITRONELA 450ML LMPM,inseticida
ASSADEIRA GLOBOPACK OVAL 4L.,assadeira
TIC TAC MELANCIA,bala
SALAME ITALIANO SEARA FAT       PCT 100G,salame
PELUCIA POLVO BEBE HUMOR        AV   1UN,pelucia
"BATATA CONG BEM BRASIL FININHAS 1,5KG",vegetal congelado
"BISC COOKIE GAROTO 60G, GOTA CHOCOLATE",biscoito
FLOR DENPHALAEN P13,plantas e sementes
MILHO VDE QUERO 170G LT,milho verde em conserva
LASANHA BOLONHESA FORNO MINAS 600G,lasanha congelada
FILME PVC LUMIPAM TRANSP 28CMX10M,plastico filme
FEIJAO TROPEIRO RESF KG,prato pronto
CERVEJA CORONITA EXTRA          LN 210ML,cerveja
SORVETE CREMOSISSIMO KIBON CREME 1 5L,sorvete
CD.GEL INF.COLGATE 60G TUTTI FRUTTI MINIONS,creme dental
VINHO SANTA RITA SECRET PINOT  GFA 750ML,vinho importado
ALCOOL LIQ GF 70Ao 1L-FR,alcool
SALG GULAO 300G-PC TORTILLA QUEIJO NACHO,aperitivo
BISC.RECH.OREO CHOCOLATE        PE  90GR,biscoito
AMAC ROUP YPE 2L TERNURA,amaciante
IOG DANONE POLPA GREGO ORIGINAL 400G,iogurte
MASSA PASTEL MEZZANI ROLO 500G,massa fresca
ALC GEL ANTISSEPT TT PROTECT 500ML,enxaguante bucal
FIGO ROXO C8 UN,outra fruta
FORMA GELO MORANGO,outro utensilio de cozinha
SACO LIXO DOVERS ROLL ECON AZ C15 100L,saco de lixo
FEIJAO CARIOCA PRECIOSO T1 1Kg,feijao
FR PAMP SS HIPER G46 G46,fralda
SUCO DE LARANJA NATURAL 500ML,suco pronto
GRANOLA JORDANS BERRYS 400G,granola
CHOC M MS 148G  AMENDOIM,chocolate
SALG BATATA RUFFLES 115G CEB/SALSA,aperitivo
HAMB BOV SADIA 672G (RB),hamburguer congelado
ARROZ INT CARRETEIRO PCT    1KG,arroz
"DESOD R NIVEA 50ML, BLACK WHITE POW, .",desodorante
CACHACA INDIAZINHA JAMBU 750ml,cachaca
TORRADA WICKBOLD 10 GRAOS       PCT 140G,torrada
SAL REFINADO EXTRA CISNE 1kg,sal
IOG LIQ BATAVO BOB CEREAL 170G,iogurte
BLOCO MAGNETICO P/FACAS SIGG,outro utensilio de cozinha
MAC ARROZ URBANO TALHARIM 500G,macarrao
CERVEJA KILSEN MALZBIER         LT 350ML,cerveja
DOCE LEITE TIROL 350g,outro doce
MAIONESE HEMMER SQUEEZE 670G  TRAD,maionese
CHA ERVAS LEAO RELAXA 10SQ-CX CAMOM/MARACJ,cha por infusao
PATE FGO ERV EXC 250  250G,pate
MAIONESE QUERO SH 200G,maionese
RALADOR VIEL QUEIJO 4 FACES,outro utensilio de cozinha
ARROZ BRANCO 1KG,arroz
LOCAO DEO HIDRATANTE COCO 200ML,creme corporal
GEL DENT COLGATE NATURAL EX DETOX 90G,creme dental
ROLINHO WAF ATREVIDOS ITAMARATY  55G,biscoito
TALHER AVULSO LEME PRETO,talher
SERIGUELA KG,outra fruta
APRESUNTADO FRIMESA FATIA 200G,apresuntado
CHOC NESTLE KIT KAT DARK        BR 41.5G,chocolate
CHA ERVA CIDREIRA COOP SL 12G,cha por infusao
CR DENT ORAL B 123 ANTICARIES 70G,creme dental
PP BISC TUCS 100G  CHURRASCO,biscoito
"PROT CAREFREE L80P60 UN, FLEX S/PERF, .",absorvente
"FRALDA PAMPERS SUPERSEC PAC, M 30",fralda
"BISC MARILAN DISTRACAO 320G, CHOC, .",biscoito
REFRI GINGER ALE SCHWEPPES LT 220ML,refrigerante
REFRESCO FRISCO 25G LIMAO C/COCO,preparo para suco
PETIT DANONINHO 90G DEFENSIS VITAM FR,iogurte
ALV VANISH WHITE BRANCO 500ML,alvejante
BATATA PRINGLES 104G CHEDDAR E BACON,aperitivo
LING SUINA RESF 1KG  1KG,linguica
PA P/LIXO BRILHUS,pa de lixo
LING CALAB FT STA CL  100G,linguica
MELANCIA BABY KG,melancia
VODKA INTENCION 900ML,vodca
PP BROCOLIS GRANO 1 KG,brocolis
PALMITO BONDUELLE INT PUPUN 520G,palmito
G ORLISTATE 120MG C/ 42 COMP NEO QUIMICA,outro farma
12 TACOSHELLS CANTINA MEXICANA 150G,aperitivo
BISCOITO DOCE CIRCUS VIEIRA CACAU 300G,biscoito
SUCO 100 LARANJA DEL VALLE 1L,suco pronto
CERV ANTARCTICA SUB ZERO LAT 473ML,cerveja
BISC WAFFER ANIMADOS ZOO 30G MOR,biscoito
ERVILHA BONDUELLE 170G LT,ervilha em conserva
CHOC. TWIX TRIPLO CHOCOLATE     PE  40GR,chocolate
BISC KELLOGGS SUCRILHOS RECH LEITE  105G,biscoito
PAO FORM TRAD S CASCA PULLM 450G,padaria e confeitaria industrializado
BOMBOM LACTA AVULSO SONHO DE VALSA,bombom
FACIL PASS MON BIJOU PUREZA 500ML R,passa facil
"SABAO YPE C/5 200G, MULTIATIVO",sabao em pedra
DESINF YPE 2L BAK LAVANDA,desinfetante
"SAB ALBANY 85G, VERDE, .",sabonete
SALPICAO 180G ROTISSERIA,prato pronto
COALA  AROM PERF CEREJA E AVELA 120ML,aromatizador
ACHOC BETANIA 200ML,achocolatado
HIDRAT BANHO	NIVEA BODY MILK  250ML,creme corporal
BISC BONO RECH DOCE LEITE       PCT 109G,biscoito
FLOR GERBERA MINI 3FLORES P14,plantas e sementes
STIKKO BAUNILHA 330GR,aperitivo
"BATATA MCCAIN L1,7KG P1,5KG",batata congelada
IND PANETONE AP CLASSICO 450G,panificacao natal
BISCOITO PEDIGREE MINI 1kg,alimento pet
DESINF VEJA PINHO 980ML 15DESC,desinfetante
MOLHO SHOYU SATIS 150ML SUAVE,molho shoyu
FRISKIES SACHE PERU AO MOLHO 85G,alimento pet
FDA HUGGIES ROUPINHA SC MEGA XG/24,fralda
AGUA MINERAL C GAS SFERRIE 510ML,agua
BOMBOM AMOR CARIOCA 900G PC PRETO,bombom
CD COLGATE MPA 4X90G PACK,creme dental
SAB INT LIQ PROTEX FRESH EQUI L200P150ML,sabonete
CALDO PO SAZON 32 5G  GALINHA,caldo industrializado
"REF PET 2L PEPSI, TRADICIONAL",refrigerante
SABON LIQ INT INTIMUS 200ML DEFESA NATURAL,sabonete
ACUCAR MASCAVO COLONIA 500g,acucar
IOG NAT NESTLE 170G MEL,iogurte
/PALMIER ORELHINHA KG,padaria e confeitaria fresca
CHOC NESTLE ALPINO EXTRA CREMOSO  BR 90G,chocolate
SAB LIQ HIDRAMAIS FLOR DE CER 500ML,sabonete liquido
DOWNY SENSITIVE CONCENTRADO 1.35LT,amaciante
ARROZ TIO JOAO TP1 2KG,arroz
AGUA SABORIZADA H2O 1.5LI LIMAO,agua
"SARDINHA PALMEIRA 125g, OLEO",proteina em conserva
NISSIN INST FRANGO . 85G,macarrao
AGUA MIN S GAS FONT LIFE PREM PET 500ML,agua
SALG PURURUCA SAN CARLO 60G,aperitivo
CANETA BIC CRISTAL INTEN C/3 AZ/VM/PT UN,caneta
MOLHO SOJA MARIZA 150ML,molho shoyu
"SABAO PO OMO CX 800G, SANIT/HIGIEN",lava roupas
"BAR PROT NUTRY WHEY 40G, MORANGO, .",barra alimentar
ACAFRAO TERRA KITANO PC 50G,outro condimento
MORANGA VERD FACIL PCT 400GR KABOTIA,abobora
POL MORG SENTIR BEM 400GR,polpa de fruta congelada
SABONETE SUAVILLE 80G CREAM,sabonete
ALIM.CAES.DOG CHOW 75G PETISCOS MIX FRUTAS,alimento pet
LAVA LOUCAS LIQ ANTIBAC FR 500ML,detergente
CESTA SUPREME SALGADOS SABORES,produto sazonal
LING CALAB SAUDALI 500G,linguica
FILE MIGNON BOV MEDALHAO KG ATM,carne bovina
BALA GELATINA DORI 60GR URSO,bala
MAIONESE HEINZ SQUEEZE 215G,maionese
AZEITE EV SANTIAGO P IMP 500ML,azeite de oliva
AZEITONA VERDE IMPERADOR C/CAROC VD 200g,azeitona
BISC MARIA 3 DE MAIO PC 40 CHOCOLATE,biscoito
GELAT ABA/HORT/GEN DR OETKER 12G,gelatina
CERV ESTRELLA GALICIA 0.0 LT 330ML,cerveja
PAO ALHO D CLAUDIA 525G CALABRESA,padaria e confeitaria industrializado
CERV LAGER PURO MALTE TIGER LT 350ML,cerveja
AROMAT TRES BARRAS 140ML CAPIM LIMAO,aromatizador
DEO AER OLD SPICE 124G EMB ECON PEGADOR,desodorante
LINDOR CORNET AO LEITE 337G,bombom
SACO FREEZER 5L DR C50,saco para alimento
KETCHUP HEMMER TRADICIONAL SQZ 320G,ketchup
KIT GOURMET BISC AVEIA E MEL 100G,biscoito
"LAVA ROUPA LIQ COMFORT 900ML SC, F PROT",lava roupas
LAMP SPIRAL 20WX127V OUROLUX,lampada
SAB ELITE ANTIBACTERIANO 85G,sabonete
ED.ORAL B C.2 COMPACT PURIFICATION,escova de dentes
QUEIJO PREZUNIC PARMESAO RALADO 100G,queijo
REFRIG FANTA 350ML-LT MARACUJA,refrigerante
TV 50 LG SMART 4K 50UR8750PSA,televisao
ARROZ PARB VASCONCELOS 5KG,arroz
BALA OLIVEIRA BANANA PCT 150G,bala
IOGURTE GREGO DANONE,iogurte
CERVEJA STELLA ARTOIS 550ML PILSEN,cerveja
CERVEJA BRAHMA CHOPP ZERO ALCOOL LT 350ML,cerveja
CHANDELLE AVELA 180G,iogurte
CHOC BATON GAROTO CREME MORANG,chocolate
ALCAPARRA V FERTIL 60G CONS,vegetal em conserva
CHOC PO NESTLE 50 CACAU 25X200G,chocolate em po
OLEO AMENDOA PAIXAO IRRES FLOR LIS 100ML,oleo corporal
"WAFER HERSHEY S   102g, MOR/CHOC BCO",biscoito
GORDURA VEGETAL PRIMOR 500G,gordura vegetal
BALA GOMA DORI YOGURTE100 70G,bala
SAB DOVE MEN CARE CLEAN COMFORT 90g,sabonete
DESOD AERO FEM DOVE GO FRESH 150ML,desodorante
LAVA ROUPA PO YPE POWER ACT PACOTE 800G,lava roupas
FLEISCHMANN MIST BOL AIPIM 390GR,preparo para bolo
PAO 12 GRAOS ZERO   PULLMAN 350G,padaria e confeitaria industrializado
BISC DOCE BICHINHOS PIRAQUE 100g,biscoito
D.A.REXONA 90G F C 2 COTTON PRECO ESP.,desodorante
"DESOD BOZZANO AER 90G, EXTREME",desodorante
KEEP COOLER 275ML UVA,bebida mista
SEMENTE AMOR PERFEITO SORTIDO FELTRIN,plantas e sementes
CEBOLA/ALHO/SALSA KITANO 40G,tempero pronto
ATUM GDC DEF EM OLEO 170G,proteina em conserva
CIG CHESTERFIELD ORIGINAL BOX CARTEIRA,cigarro
CD SENSOD ULTRA PROTECAO 90G,creme dental
PLANTA LIRIO DA PAZ PT24,plantas e sementes
CH CHARM AR 37 AREIA 37/38,chinelo
BODY MC LISO MNO PMG,_RARE_
EKAUT PILSENER 355 ML,cerveja
DETERG PO TIXAN 1KG-CX PRIMAVERA,lava roupas
VH TTO MORANDE PION RES 750ML C SAUV CHI,vinho importado
SUCO OQ UVA INTEGRAL 1l,suco pronto
LUST MOV PEROBA LAV  200ML,lustra moveis
PR SBP LED RF CHE SU LARANJ 70ML,repelente
COND SEDA HIDRATACAO ANTI NOS 325ML,condicionador
QJO PRATO FAT IPANEMA 400G,queijo
"BISC TRAKINAS PCT 126G, MEIO CHOC/MGO, .",biscoito
"MILHO VERDE PREDILECTA          LT 1,7KG",milho verde em conserva
CHINELO RIDER R1 STULE MASC UN,chinelo
CALCA PLUS BAILAR CR PTO 76992 FEOI22,calca
CHA MATE LEAO PESS TEA BAG 40g,cha por infusao
BALAO JUNCO LISO ATC N.65 VDE ESC C/50,balao de festa
MOLHO INGLES KITANO 150ml,molho ingles
SABONETE FLOR DE YPE SUAVE 85G LILAS,sabonete
CREME DENTAL ORAL B 100  6X70G,creme dental
NECTAR TIAL CAJU 1L,suco pronto
BEB MAQ D.GUSTO C/12 MOCA CAPPUC DOCE DE LEITE,cafe
JOELHO SUINO DISNER TEMP.       AV    KG,carne suina
PAO FORMA WICKBOLD 370G ESTAR LEVE IOG,padaria e confeitaria industrializado
BISC CRACKER FOLHATA ADRIA 170G,biscoito
BATATA DOCE ROXA UNICO 1KG,batata
ENERGETICO VULC DRINK LT 250ML,energetico
PAPRICA NILMAR DEFUMADA 20G,outro condimento
TACA PAULISTA SOBREMESA DISLAR 220ML,taca
RACAO PEDIGREE SC FIL.FRANGO    SC 100GR,alimento pet
PROT CERDAS SANIFILL C/3,outro bazar e departamentos
ENX BUCAL LISTERINE COOL MINT L500P350ML,enxaguante bucal
FUBA MAE TERRA INTEGRAL ORGANIC PCT 500G,fuba
PAPEL TOALHA CARREFOUR 55FLS 2 UN,papel toalha
QUEIJO RAL VIGOR PARMESSAO 100G,queijo
IOG LIQ PATINHO MOR 150G,iogurte
PIMENTA CALABRESA TEMPERATTA POUCHE 40G,outro condimento
VITERSOL DK2 C. 30 COMPRIMIDOS MARJAN,vitaminico
BISC RECH ARCOR TORTUGUITA 120G BRIGADEIRO,biscoito
MANTEIGA SCALA PAST C/SAL 200g,manteiga
LYSOFORM SUAVE APARE LARANJA 500ML,desinfetante
L.FERM BATAVO 850G BOB ESP,leite fermentado
POLPA DE CAJA 1KG AGRO,polpa de fruta congelada
CALDO TAB KNORR 48G L6P5 ZERO SAL GALINHA,caldo industrializado
GALINHA DUVALLE CONG KG,carne de ave
LENTILHA KISABOR 500G,lentilha
AZEITONA V FERTIL 120G SC PRETA FAT,azeitona
BISC CLUB SOCIAL PACK 288G  ORIGINAL,biscoito
SAB MOMENTS CLASSIC GIO BABY 90G,sabonete infantil
PANETONE FRUTAS  FP  500G,panificacao natal
GIN TANQUERAY 750ML  TACA,gin
"LIMP SUPREMA M USO 500ML, CITRUS, .",multiuso
MELAO DINO KG,melao
CAFE 3CORACOES PC 500G TRADICIONAL,cafe
PARMEGIANA FGO CONG FLORESTA FOODS 350G,prato pronto
PICANHA MATURATA CONGELADA KG,carne bovina
BEB AMEIX Z BATAVO170G,bebida lactea
SALG ELMA CHIPS STIKSY 120G,aperitivo
"BISC COOKIES INT NESFIT 60G, CACAU/AVELA",biscoito
TEMP MAGGI MEU SEGR ALHO CEBOLA 49G,tempero pronto
SABAO YPE NEUTRO 200G,sabao em pedra
OVO LACTA FAVORITOS 560GR,ovo de pascoa
DOCE LEITE AUREA CLASSICO       PT 350GR,outro doce
PROT LABIAL LIP ICE PFS 15 MORANGO,produto labial
BISC JASMINE SOU SWEET Z/ACUC FRU/VE 75G,biscoito
DESINFETANTE CAMPESTRE DRAGAO 1L,desinfetante
PISTACHE TORRADO SALG COSTUME SAUD 100G,aperitivo
SARDINHA COQUEIRO 125G  TOMATE,proteina em conserva
LEITE ROSAS 100ML,creme corporal
CRM DENT SENSODYNE BRANQ EXTRA FRESH 90G,creme dental
LAVA ROUPA ESPUMIL REGULAR 1L,lava roupas
MIST BOLO APTI 400G SC CENOURA,preparo para bolo
PANETONE VISCONTI FRUTAS 750G,panificacao natal
LIMPADOR COALA 120ML PERFUMADO CITRONELA,multiuso
PP PAO DE QUEIJO BAO DE MINAS TRAD 1KG,massa de pao de queijo
SNICKERS MOUSSE DE LIMAO 42G,chocolate
CD.COLGATE SENSITIVE 90G PRO ALIVIO BRANQ.,creme dental
MASSA DONA BENTA PARAF SEMOLA 500G,macarrao
TQ CHA TAEQ HIBIS CRAV GENG C15 30G,cha por infusao
AGUA MIN NESTLE PUREZA VITAL C/G 510ML,agua
SACH GATO FRISKIES FGO 85G,alimento pet
MACARRAO SEMOLA PARAFUSO ADRIA 400g,macarrao
TEMP MAGGI MEU SEGREDO 49G,tempero pronto
BISC AYMORE 200G MARIA,biscoito
AGUA COCO SOCOCO 1L,agua
VH TTO LA VACHE ESPAGNOLE 750ML ESP,vinho importado
DETERG YPE CAPIM LIMAO 500ML,detergente
PESSEGO NACIONAL CRFO KG,pessego
BEB LACTEA NESCAU 270ML PROTEIN,bebida lactea
"DESOD DOVE 150ML AERO MASC, S/PERFUME",desodorante
FGO ASA RESF KG,carne de ave
LINGUICA COST CARAPRETA APIMEN CONG 300g,linguica
ANTIS BUCAL CEPACOL SOL TRAD 250ML,enxaguante bucal
"NECTAR BELA ISCHIA 200ml, UVA",suco pronto
SOBRECOXA FRANGO CONG kg,carne de ave
"REFRESC TANG 18G, LJA DOCINHO, .",preparo para suco
BALA GELATINA HARIBO WUMMIS SORT 100G,bala
PASTA GRAO BICO HOMUS VIDA VEG 170G,outro molho
FRANGUITO VEGETAL FAZEND FUTUR 240G,carne vegetal
IOG NESTLE CHAMYTO GO MORANGO 100G,iogurte
LING CALAB FAZ TRADICAO DEF FAT 150g,linguica
ASA FGO GRILLER KG CONG,carne de ave
CIG MARLBORO SILVER BLUE KS BOX,cigarro
PAO FORMA 5 ZEROS WICKBOLD TRAD 350G,padaria e confeitaria industrializado
REFRIG KUAT GUARANA 1500ML,refrigerante
SAB BARRA MILK SENS NIVEA 90G,sabonete
"AGUA M SAO LOURENCO S/GAS 1,26LT",agua
SABAO PEDRA VANISH 75G  WHITE,sabao em pedra
"FLAN OETKER 30g, BAUNILHA",preparo para pudim
"SORV GAROTO NEGRESCO 1,5 L",sorvete
A.SEPT.BUC.CLOSEUP 250ML ICE FRESH PROT.360,enxaguante bucal
TOALHA PAPEL BOB 20X22          PE 120UN,papel toalha
CHOC RECH KINDER 6UNID 75G,chocolate
LING CALAB TROPEIRA FINA 500G,linguica
SABAO MINUANO P.GLICERINADO     PE 200GR,sabao em pedra
"SABONETE NIVEA MEN 3X1 90g, ORIG",sabonete
LEITE COND MOCA 395G-TP S-DESNAT,leite condensado
CAPSULA DOLCE GUSTO CAPPUCINO C/16 188G,cafe
MIOLO ALCAT PROMO KG,carne bovina
PICANHA BOV TOP QUALITY (PECA)        KG,carne bovina
FILEZINHO SASSAMI SWIFT 1KG,carne de ave
CJ PANELAS COM 4 PECAS LONDON,panela
SKYY VODKA 750ML,vodca
"CALDO PO SAZON 32,5G-CX PICANHA",caldo industrializado
FARINHA MAND DEUSA 500G TORRADA FINA,farinha de mandioca
PAPAS FRITAS CARREFOUR CREME CEBO 140G,aperitivo
PANO M USO LAVANDA FURATTO C5,pano para limpeza
SARDELA DAMM 120G,prato pronto
PIMENTAO DUO REI 250G,vegetal higienizado e processado
VH CHI TTO MILLA CALA 750ML,vinho importado
BALA BUTTER TOFFEES CHOK TRUF 100G,bala
PN195/65R15 GOODYEAR PRETO R15,automotivo
GELATINA DR.OETKER UVA 20G,gelatina
OVO BCO MANTIQUEIRA C/20 GDE PVC,ovo
QUEROSENE BUFALO 500ML PERF JASMIM,outro produto de limpeza domestica
TEMPERO SAZON 60G TOQUE ALHO,tempero pronto
PANETTONE FRUTAS 600G MEMBERS,panificacao natal
CHOC LACTA LAKA BRANCO 80g,chocolate
ADOCANTE PO STEVIA ZERO CAL 40G,adocante
BISC TRAKINAS MAIS MORANGO 126G,biscoito
SYSTANE COMPLETE 10ML ALCON,outro farma
SHA CLEAR A CASPA LIMP PROFUNDA 400ML,shampoo
ENX BUCAL CLOSEUP ICE C/ALCOOL 250ml,enxaguante bucal
BISC MAISENA ESTRELA 400G,biscoito
CHOC NEUGEBAUER BIBS NAPOLITANO STICKS 32g,chocolate
SORV CARREFOUR CALDA MORANGO PT 1 8 L,sorvete
SAB DOVE CX 90G HIDRATANTE,sabonete
TOUCINHO SUINO RESF PESO,carne suina
ARROZ CALDO BOM CATETO          PCT 500G,arroz
PANO DE COPA TEKA CHEF 045X070 CM,pano de prato
LEITE L V ITAMBE SEMIDESNATADO 1LT,leite
"ACHOC PO NESCAU LT 180G, CHOC BC, .",achocolatado
"GUAR SCOTT DIAADIA 1P 30X26,2 FS GR",guardanapo
PERNIL ACEBOLADO YURBAN 350G,carne suina
MAC NISSIN LAMEN COSTELA 85G,macarrao
BANANADA ZERO FLORMEL 22G,bananada
SH DOVE MEN SPORTS 200ML,shampoo
COCO RALADO FREDAO 100g,derivados do coco seco
COMPOSTO LACTEO NINHO FASES 1MAIS 24X400,leite em po
PATAGONIA AMBER LN 355ML,cerveja
WAFER RECH.MINI TRENTO BITES DA.PE  40GR,biscoito
BEB LAC FERM LECO VITAMINA FRUTAS 800G,bebida lactea
CAPPUCCINO CHOC AVELA MELITTA LT 200G,cafe
ARR PBO BURITI . 1KG,arroz
BARRA NUTS SEMENTES 30GR MORANG/CRANBERY,barra alimentar
REFRIG. PEPSI COLA              LT 269ML,refrigerante
"NECTAR DAFRUTA 1l, MANGA",suco pronto
BALA GELAT FINI AROS MORANGO 90GR,bala
MASSA PASTEL NOSSA MASSA M PC 500G,massa fresca
ESC DENT ORAL B 123 LV3PG2,escova de dentes
KIT SH 250ML COND 175ML DABELLE  NUTRI,kit para cabelos
